日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2021/09/07,1,9984,ＳＢＧ,東１,"6,943",,+623,+9.86%,"78,838",－,1.11,0.63
2021/09/07,2,4689,ＺＨＤ,東１,717.2,,-23.1,-3.12%,"22,344",－,2.04,0.78
2021/09/07,3,6920,レーザーテク,東１,"27,620",,+100,+0.36%,"18,180",118,45.15,0.30
2021/09/07,4,9101,郵船,東１,"9,820",,-10,-0.10%,"17,426",3.3,2.17,7.13
2021/09/07,5,2667,イメージワン,ＪＱ,850,,-26,-2.97%,"15,440",173,2.89,－
2021/09/07,6,5411,ＪＦＥ,東１,"1,912",,+15,+0.79%,"15,226",4.6,0.62,－
2021/09/07,7,1570,日経レバ,東Ｅ,"16,900",,+280,+1.68%,"14,918",－,－,－
2021/09/07,8,4370,モビルス,東Ｍ,"1,998",,+115,+6.11%,"14,509",74.2,8.00,－
2021/09/07,9,6981,村田製,東１,"10,300",,+537,+5.50%,"13,387",24.3,3.35,1.17
2021/09/07,10,5401,日本製鉄,東１,"2,311.5",,-2.0,-0.09%,"13,268",5.8,0.72,－
2021/09/07,11,8306,三菱ＵＦＪ,東１,619.1,,+4.6,+0.75%,"12,557",9.3,0.46,4.36
2021/09/07,12,3998,すららネット,東Ｍ,"2,584",,+135,+5.51%,"12,310",53.6,11.43,－
2021/09/07,13,5381,Ｍｉｐｏｘ,ＪＱ,"1,138",,+48,+4.40%,"11,988",27.0,2.85,－
2021/09/07,14,4507,塩野義,東１,"7,489",,+209,+2.87%,"11,912",22.6,2.61,1.47
2021/09/07,15,2929,ファーマＦ,東１,"2,954",,-35,-1.17%,"10,849",21.4,10.14,0.68
2021/09/07,16,4004,昭電工,東１,"2,570",,+28,+1.10%,"10,176",－,0.92,2.53
2021/09/07,17,5020,ＥＮＥＯＳ,東１,446.2,,+6.9,+1.57%,"10,142",10.2,0.60,4.93
2021/09/07,18,9434,ＳＢ,東１,"1,564.0",,+28.5,+1.86%,"10,070",14.7,5.03,5.50
2021/09/07,19,9020,ＪＲ東日本,東１,"7,131",,+213,+3.08%,"10,028",74.7,1.10,1.40
2021/09/07,20,9202,ＡＮＡＨＤ,東１,"2,716.0",,+81.5,+3.09%,"9,646",365,1.51,－
2021/09/07,21,7201,日産自,東１,574.7,,+2.5,+0.44%,"9,555",37.5,0.55,－
2021/09/07,22,9104,商船三井,東１,"8,930",,-50,-0.56%,"9,539",3.2,1.52,6.16
2021/09/07,23,9021,ＪＲ西日本,東１,"5,302",,+191,+3.74%,"9,434",－,1.25,1.89
2021/09/07,24,4568,第一三共,東１,"2,790.0",,0.0,0.00%,"9,145",106,4.18,0.97
2021/09/07,25,5901,洋缶ＨＤ,東１,"1,367",,-247,-15.30%,"9,000",11.4,0.40,3.37
2021/09/07,26,6752,パナソニック,東１,"1,412.0",,+37.5,+2.73%,"8,852",15.7,1.24,－
2021/09/07,27,3936,ＧＷ,東Ｍ,"12,240",,"+1,310",+11.99%,"8,779",116,55.34,－
2021/09/07,28,9517,イーレックス,東１,"2,494",,+29,+1.18%,"8,634",22.7,3.33,0.80
2021/09/07,29,8604,野村,東１,575.9,,-5.0,-0.86%,"8,419",－,0.65,－
2021/09/07,30,9201,ＪＡＬ,東１,"2,476",,+54,+2.23%,"8,348",－,1.21,－
2021/09/07,31,4582,シンバイオ,ＪＧ,"1,179",,+65,+5.83%,"8,197",39.4,11.37,－
2021/09/07,32,3436,ＳＵＭＣＯ,東１,"2,514",,+3,+0.12%,"8,141",－,2.20,－
2021/09/07,33,7203,トヨタ,東１,"10,005",,+43,+0.43%,"7,802",12.1,1.15,－
2021/09/07,34,8103,明和産,東１,"1,211",,-75,-5.83%,"7,794",25.3,1.47,9.50
2021/09/07,35,6326,クボタ,東１,"2,441.0",,-28.5,-1.15%,"7,637",16.1,1.83,－
2021/09/07,36,7974,任天堂,東１,"55,680",,+540,+0.98%,"7,611",19.3,3.63,2.57
2021/09/07,37,6098,リクルート,東１,"6,713",,+89,+1.34%,"7,524",48.8,9.41,0.31
2021/09/07,38,9433,ＫＤＤＩ,東１,"3,735.0",,+66.0,+1.80%,"7,504",12.8,1.76,3.35
2021/09/07,39,2158,フロンテオ,東Ｍ,"1,782",,+24,+1.37%,"7,414",96.4,14.21,0.28
2021/09/07,40,7532,パンパシＨＤ,東１,"2,176",,+49,+2.30%,"7,412",24.0,3.30,0.76
2021/09/07,41,6198,Ｃａｒｅｅｒ,東Ｍ,615,,-39,-5.96%,"7,401",40.2,4.27,－
2021/09/07,42,8601,大和,東１,665.9,,+6.4,+0.97%,"7,222",－,0.77,－
2021/09/07,43,6723,ルネサス,東１,"1,272",,-18,-1.40%,"7,208",－,2.53,－
2021/09/07,44,6758,ソニーＧ,東１,"11,985",,+35,+0.29%,"7,151",21.2,2.15,－
2021/09/07,45,3402,東レ,東１,759.6,,+7.5,+1.00%,"7,129",13.5,0.96,2.11
2021/09/07,46,4475,ＨＥＮＮＧＥ,東Ｍ,"5,000",,-230,-4.40%,"6,943",420,46.07,－
2021/09/07,47,4502,武田,東１,"3,778",,+51,+1.37%,"6,740",23.8,1.13,4.76
2021/09/07,48,1357,日経Ｄインバ,東Ｅ,377,,-8,-2.08%,"6,668",－,－,－
2021/09/07,49,9107,川崎汽,東１,"5,840",,+20,+0.34%,"6,596",2.1,1.69,－
2021/09/07,50,8591,オリックス,東１,"2,144.0",,-13.0,-0.60%,"6,567",10.3,0.85,3.64
2021/09/07,51,8316,三井住友ＦＧ,東１,"3,929",,+33,+0.85%,"6,561",9.0,0.45,5.09
2021/09/07,52,2413,エムスリー,東１,"7,969",,-103,-1.28%,"6,408",－,26.24,－
2021/09/07,53,9519,レノバ,東１,"5,090",,+190,+3.88%,"6,295",77.7,19.37,－
2021/09/07,54,6501,日立,東１,"6,563",,-44,-0.67%,"6,287",11.5,1.77,－
2021/09/07,55,3903,ｇｕｍｉ,東１,988,,-37,-3.61%,"6,276",－,1.78,－
2021/09/07,56,3105,日清紡ＨＤ,東１,844,,-104,-10.97%,"6,102",20.1,0.56,3.55
2021/09/07,57,7859,アルメディオ,東２,171,,+10,+6.21%,"6,022",－,1.01,－
2021/09/07,58,9432,ＮＴＴ,東１,"3,244.0",,+23.0,+0.71%,"5,889",10.8,1.52,3.39
2021/09/07,59,4751,サイバー,東１,"2,177",,+22,+1.02%,"5,878",27.5,9.14,0.51
2021/09/07,60,8031,三井物,東１,"2,512.5",,+6.5,+0.26%,"5,795",6.4,0.85,3.58
2021/09/07,61,8002,丸紅,東１,909.1,,+8.4,+0.93%,"5,749",6.9,0.83,3.74
2021/09/07,62,4188,三菱ケミＨＤ,東１,990.8,,+4.8,+0.49%,"5,686",14.5,1.08,2.42
2021/09/07,63,6178,日本郵政,東１,975.0,,+2.5,+0.26%,"5,549",10.8,0.27,5.13
2021/09/07,64,9603,ＨＩＳ,東１,"2,488",,-34,-1.35%,"5,514",－,2.86,－
