日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2021/09/08,1,9984,ＳＢＧ,東１,"7,265",,+322,+4.64%,"176,819",－,1.16,0.61
2021/09/08,2,4370,モビルス,東Ｍ,"2,192",,+194,+9.71%,"45,944",81.4,8.78,－
2021/09/08,3,4689,ＺＨＤ,東１,728.5,,+11.3,+1.58%,"23,900",－,2.08,0.76
2021/09/08,4,8306,三菱ＵＦＪ,東１,633.3,,+14.2,+2.29%,"23,198",9.6,0.47,4.26
2021/09/08,5,6920,レーザーテク,東１,"29,620",,"+2,000",+7.24%,"22,242",127,48.42,0.28
2021/09/08,6,5759,日本電解,東Ｍ,"3,680",,+495,+15.54%,"15,175",30.6,5.21,－
2021/09/08,7,1570,日経レバ,東Ｅ,"17,230",,+330,+1.95%,"14,533",－,－,－
2021/09/08,8,5411,ＪＦＥ,東１,"1,875",,-37,-1.94%,"12,567",4.5,0.61,－
2021/09/08,9,5020,ＥＮＥＯＳ,東１,451.9,,+5.7,+1.28%,"9,913",10.4,0.60,4.87
2021/09/08,10,7201,日産自,東１,588.4,,+13.7,+2.38%,"9,829",38.4,0.56,－
2021/09/08,11,4568,第一三共,東１,"2,875.0",,+85.0,+3.05%,"9,804",110,4.30,0.94
2021/09/08,12,9020,ＪＲ東日本,東１,"7,124",,-7,-0.10%,"9,729",74.7,1.10,1.40
2021/09/08,13,5401,日本製鉄,東１,"2,323.0",,+11.5,+0.50%,"9,653",5.8,0.72,－
2021/09/08,14,3998,すららネット,東Ｍ,"2,641",,+57,+2.21%,"9,562",54.7,11.68,－
2021/09/08,15,7203,トヨタ,東１,"9,977",,-28,-0.28%,"9,319",12.0,1.15,－
2021/09/08,16,9202,ＡＮＡＨＤ,東１,"2,692.0",,-24.0,-0.88%,"8,901",361,1.50,－
2021/09/08,17,4507,塩野義,東１,"7,623",,+134,+1.79%,"8,878",23.0,2.66,1.44
2021/09/08,18,6098,リクルート,東１,"6,870",,+157,+2.34%,"8,602",49.9,9.63,0.31
2021/09/08,19,9517,イーレックス,東１,"2,640",,+146,+5.85%,"8,499",24.0,3.53,0.76
2021/09/08,20,8604,野村,東１,577.8,,+1.9,+0.33%,"8,094",－,0.65,－
2021/09/08,21,4502,武田,東１,"3,815",,+37,+0.98%,"8,087",24.0,1.15,4.72
2021/09/08,22,9101,郵船,東１,"9,830",,+10,+0.10%,"7,851",3.3,2.17,7.12
2021/09/08,23,2929,ファーマＦ,東１,"2,803",,-151,-5.11%,"7,811",20.3,9.62,0.71
2021/09/08,24,9434,ＳＢ,東１,"1,563.0",,-1.0,-0.06%,"7,784",14.7,5.03,5.50
2021/09/08,25,8316,三井住友ＦＧ,東１,"3,979",,+50,+1.27%,"7,654",9.1,0.46,5.03
2021/09/08,26,9021,ＪＲ西日本,東１,"5,279",,-23,-0.43%,"7,515",－,1.24,1.89
2021/09/08,27,1407,ウエストＨＤ,ＪＱ,"6,100",,+650,+11.93%,"7,508",41.3,11.39,0.82
2021/09/08,28,4911,資生堂,東１,"8,159",,+253,+3.20%,"7,460",91.8,6.79,0.61
2021/09/08,29,9519,レノバ,東１,"5,500",,+410,+8.06%,"7,455",84.0,20.93,－
2021/09/08,30,6301,コマツ,東１,"2,874.5",,+38.0,+1.34%,"7,427",18.6,1.41,2.16
2021/09/08,31,9201,ＪＡＬ,東１,"2,472",,-4,-0.16%,"7,371",－,1.21,－
2021/09/08,32,4004,昭電工,東１,"2,616",,+46,+1.79%,"7,333",－,0.93,2.48
2021/09/08,33,1357,日経Ｄインバ,東Ｅ,372,,-5,-1.33%,"6,809",－,－,－
2021/09/08,34,8002,丸紅,東１,923.2,,+14.1,+1.55%,"6,789",7.0,0.84,3.68
2021/09/08,35,6501,日立,東１,"6,600",,+37,+0.56%,"6,787",11.6,1.78,－
2021/09/08,36,6981,村田製,東１,"10,150",,-150,-1.46%,"6,781",24.0,3.30,1.18
2021/09/08,37,4755,楽天グループ,東１,"1,147",,+43,+3.89%,"6,710",－,1.58,－
2021/09/08,38,3402,東レ,東１,758.4,,-1.2,-0.16%,"6,685",13.5,0.96,2.11
2021/09/08,39,4080,田中化研,ＪＱ,"1,128",,+88,+8.46%,"6,532",－,2.85,－
2021/09/08,40,6752,パナソニック,東１,"1,429.5",,+17.5,+1.24%,"6,498",15.9,1.25,－
2021/09/08,41,8001,伊藤忠,東１,"3,505.0",,+91.0,+2.67%,"6,433",9.5,1.47,2.68
2021/09/08,42,9432,ＮＴＴ,東１,"3,243.0",,-1.0,-0.03%,"6,374",10.8,1.52,3.39
2021/09/08,43,8308,りそなＨＤ,東１,443.5,,+3.3,+0.75%,"6,349",7.4,0.43,4.74
2021/09/08,44,3436,ＳＵＭＣＯ,東１,"2,549",,+35,+1.39%,"6,182",－,2.23,－
2021/09/08,45,5381,Ｍｉｐｏｘ,ＪＱ,"1,094",,-44,-3.87%,"6,104",26.0,2.74,－
2021/09/08,46,8411,みずほＦＧ,東１,"1,622.0",,+15.0,+0.93%,"6,095",8.1,0.44,4.62
2021/09/08,47,7974,任天堂,東１,"54,650",,"-1,030",-1.85%,"6,037",18.9,3.57,2.62
2021/09/08,48,6178,日本郵政,東１,981.5,,+6.5,+0.67%,"5,974",10.9,0.28,5.09
2021/09/08,49,6503,三菱電,東１,"1,559.0",,+11.5,+0.74%,"5,974",15.9,1.21,－
2021/09/08,50,8802,菱地所,東１,"1,797.0",,+3.5,+0.20%,"5,867",16.9,1.27,1.84
2021/09/08,51,2413,エムスリー,東１,"8,013",,+44,+0.55%,"5,669",－,26.38,－
